"word","sentiment"
"σύννεφο","negative"
"συνοδοιπόρος","positive"
"συνοικέσιο","negative"
"συνομοταξία","negative"
"συνταγή","negative"
"συνταξιούχος","negative"
"συντετριμμένος ","negative"
"συντετριμμένη","negative"
"συντετριμμένο","negative"
"συντεχνία","negative"
"συντεχνιακός","negative"
"συντηρητικός","negative"
"συντροφεύω","positive"
"συντρόφι","negative"
"συντρόφι","negative"
"συντρόφισσα","negative"
"συντρόφισσα","negative"
"σύντροφος","positive"
"σύντροφος","positive"
"σύντροφος","positive"
"συρφετός","negative"
"συστέλλομαι","negative"
"συστηματικός","positive"
"σφίγγω","negative"
"σφίξιμο","negative"
"σφουγγαρόπανο","negative"
"σφυρίζω","negative"
"σφυροκοπώ","negative"
"σχετικός ","positive"
"σχετική","positive"
"σχετικό","positive"
"σχολαστικός","negative"
"σωσίβιο","positive"
"σώφρων ","positive"
"σώφρον","positive"
"ταβερνείο","negative"
"ταβερνόβιος","negative"
"ταδόπουλος","negative"
"ταλέντο","positive"
"τάμα","positive"
"τάξη","positive"
"ταξιδάκι","positive"
"ταξίδι","positive"
"ταρατατζούμ","negative"
"ταρίφα","negative"
"ταρίφας","negative"
"τέλειος","positive"
"τεμπελόσκυλο","negative"
"τενεκές","negative"
"τέρμινο","negative"
"τέρψη","positive"
"τερψιλαρύγγια","negative"
"τέτοιος","negative"
"τεφτέρι","negative"
"τεχνηέντως","negative"
"τεχνηέντως","negative"
"τεχνοκράτης","negative"
"τζιτζιφιόγκος","negative"
"τζοβαϊρι","positive"
"τζόβενο","negative"
"τζόβενο","negative"
"τηλεγραφόξυλο","negative"
"τιτίζης","negative"
"τομάρι","negative"
"τομάρι","negative"
"τοποτηρητής","negative"
"τουβούλα","negative"
"τουβούλα","negative"
"τουρκαλάς","negative"
"τουρκιά","negative"
"τουρκομερίτης","negative"
"τουρκομπαρόκ","negative"
"τουρκόσπορος","negative"
"τουρλώνω","negative"
"τράβηγμα","negative"
"τραβώ","negative"
"τραγικός ","negative"
"τραγική","negative"
"τραγικό","negative"
"τραγογενής","negative"
"τραγόπαπας","negative"
"τράγος","negative"
"τραλαλά","negative"
"τραμπάκουλο","negative"
"τρελάδικο","negative"
"τρελογιατρός","negative"
"τρελός ","negative"
"τρελή","negative"
"τρελό","negative"
"τρεμάμενος ","negative"
"τρεμάμενη","negative"
"τρεμάμενο","negative"
"τρέφω","positive"
"τρίο","negative"
"τριτοκοσμικός","negative"
"τρίχα","negative"
"τριχοτόμηση","negative"
"τρομάζω","negative"
"τρυγόνα","positive"
"τρυγονάκι","positive"
"τρυγόνι","positive"
"τρύπα","negative"
"τρυπώ","negative"
"τρυφερός ","positive"
"τρυφερή","positive"
"τρυφερό","positive"
"τρυφερότητα","positive"
"τσαγκαροδευτέρα","negative"
"τσακίδια","negative"
"τσακίζω","negative"
"τσαρλατάνος","negative"
"τσιγγαναριό","negative"
"τσιγγάνος","negative"
"τσιμεντούπολη","negative"
"τσιμπούκι","negative"
"τσιράκι","negative"
"τσομπάνης","negative"
"τσομπάνος","negative"
"τσοπάνης","negative"
"τσοπάνος","negative"
"τσουλούφι","negative"
"τσούρμο","negative"
"τσουτσέκι","negative"
"τυπικούρα","negative"
"τυπικούρας","negative"
"τυπολάτρης","negative"
"τυποποίηση","negative"
"τυρόγαλο","negative"
"τύφλα","negative"
"τυφλοσούρτης","negative"
"τυφλώνω","negative"
"τυχεράκιας","positive"
"τυχερός","positive"
"τυχερούλης","positive"
"τύψη","negative"
"ύβρις","negative"
"ύμνος","positive"
"ύπανδρος","negative"
"υπάνθρωπος","negative"
"υπάνθρωπος","negative"
"υπερηφάνεια","positive"
"υπερηφανεύομαι","positive"
"υπερήφανος","positive"
"υπερήφανη","positive"
"υπερήφανο","positive"
"υπεροχή","positive"
"υπερφίαλος","negative"
"υπερφίαλη","negative"
"υπερφίαλο","negative"
"υπεύθυνος ","positive"
"υπεύθυνη","positive"
"υπεύθυνο","positive"
"υπευθυνότητα","positive"
"υπνηλία","negative"
"υπόβαθρο","positive"
"υποδέχομαι","positive"
"υποκείμενο","negative"
"υποκρίνομαι","negative"
"υποκριτής","negative"
"υπονοούμενο","negative"
"υποφέρω","negative"
"υποχρεώνω","negative"
"υποχρέωση","negative"
"υποχρεωτικός ","negative"
"υποχρεωτική","negative"
"υποχρεωτικό","negative"
"υποχωρώ","negative"
"υστερία","negative"
"υψηλόφρων ","positive"
"υψηλόφρον","positive"
"φακιδιάρης","negative"
"φαντάζω","positive"
"φάρα","negative"
"φαρμακοτρίφτης","negative"
"φασισταριό","negative"
"φασιστοειδής","negative"
"φασιστόμουτρο","negative"
"φερέφωνο","negative"
"φθόνος","negative"
"φθονώ","negative"
"φίδι","negative"
"φιλανθρωπία","positive"
"φιλάνθρωπος ","positive"
"φιλάνθρωπη","positive"
"φιλάνθρωπο","positive"
"φιλία","positive"
"φιλοαμερικανικός ","negative"
"φιλοαμερικανική","negative"
"φιλοαμερικανικό","negative"
"φιλολογίζων","negative"
"φιλοξενώ","positive"
"φιλοπατρία","positive"
"φίλος ","positive"
"φίλη","positive"
"φίλο","positive"
"φιλοτομαρισμός","negative"
"φιλοτομαριστής","negative"
"φιόγκος","negative"
"φλέγμα ","negative"
"φλεγματικός ","negative"
"φλεγματική","negative"
"φλεγματικό","negative"
"φλέγομαι","negative"
"φλογίζω","negative"
"φλόγισμα","negative"
"φοβάμαι","negative"
"φόβος","negative"
"φοιτηταριό","negative"
"φοιτητοπατέρας","negative"
"φοράδα","negative"
"φορτίζω","negative"
"φορτίο","negative"
"φόρτιση","negative"
"φουκαράς","negative"
"φουκαρατζίκος","negative"
"φούντωση","negative"
"φουσκοδεντριά","negative"
"φουσκωμάρα","negative"
"φουστανέλα","negative"
"φραγκόπαπας","negative"
"φρεναπάτη","negative"
"φρενίτιδα","negative"
"φρεσκάδα","positive"
"φρίκη","negative"
"φρικιάζω","negative"
"φρίττω","negative"
"φρόκαλο","negative"
"φρόνημα","positive"
"φρούτο","negative"
"φτου","negative"
"φτωχαδάκι","negative"
"φτωχός","negative"
"φυλλάδα","negative"
"φώκια","negative"
"φωλιάζω","negative"
"φωστήρας","negative"
"φωτίζω","positive"
"φωτορομάντσο","negative"
"χάδι","positive"
"χαζοβιόλα","negative"
"χαζοβιόλης","negative"
"χαζοκούτι","negative"
"χαζοπούλι","negative"
"χαζούλιακας","negative"
"χαζοχαρούμενος","negative"
"χαϊμαλί","negative"
"χαιρεκακία","negative"
"χαιρέτημα","negative"
"χαιρέτισμα","negative"
"χαιρετισμός","negative"
"χαιρετούρα","negative"
"χαίρομαι","positive"
"χαίτη","negative"
"χαλάζι","negative"
"χάλι","negative"
"χαμάλης","negative"
"χαμάλης","negative"
"χαμηλοβλεπούσα","negative"
"χαμογελώ","positive"
"χαμομήλι","negative"
"χαμόμηλο","negative"
"χαμουτζής","negative"
"χάνι","negative"
"χαντούμης","negative"
"χαπάκιας","negative"
"χάπι εντ","positive"
"χαρά","positive"
"χάρβαλο","negative"
"χαρέμι","negative"
"χάρη","positive"
"χαρίζω","positive"
"χαριτόβρυτος","negative"
"χαρτο-","negative"
"χαρτοβαασίλειο","negative"
"χαρτοβασίλειο","negative"
"χαρτογιακάς","negative"
"χαρτομάνι","negative"
"χαρτόμουτρο","negative"
"χαρτοπόλεμος","negative"
"χασάπης","negative"
"χασίκλας","negative"
"χασικλής","negative"
"χαχόλος","negative"
"χεζάς","negative"
"χέζας","negative"
"χεζού","negative"
"χειραγωγώ","negative"
"χειροκροτητής","negative"
"χιλιάκριβος","positive"
"χιούμορ","positive"
"χοντρέλα","negative"
"χοντρομπαλάδικο","negative"
"χοντρομπαλάς","negative"
"χοντρομπαλού","negative"
"χοντρομπαλούδικο","negative"
"χοντρόπετσος","negative"
"χορεύω","positive"
"χορταίνω","positive"
"χορταστικός ","positive"
"χορταστική","positive"
"χορταστικό","positive"
"χρησιμοποιούμαι","negative"
"χρησιμοποιώ","negative"
"χρυσαφικό","negative"
"χρυσίο","negative"
"χρυσοκάνθαρος","negative"
"χτυπώ","negative"
"χυδαϊσμός","negative"
"χυδαϊστής","negative"
"χωριατάκι","negative"
"χωριάτης","negative"
"χωριατιά","negative"
"χωριάτικος","negative"
"χωριάτισσα","negative"
"χωριατομάνι","negative"
"ψάρι","negative"
"ψαροκασέλα","negative"
"ψείρα","negative"
"ψειριάρης","negative"
"ψευδαίσθηση","negative"
"ψευδαισθησία","negative"
"ψευδαισθητικός ","negative"
"ψευδαισθητική","negative"
"ψευδαισθητικό","negative"
"ψευτοκουλτουριάρης","negative"
"ψηλώνω","positive"
"ψιλικατζής","negative"
"ψιλικατζίδικο","negative"
"ψιλικατζού","negative"
"ψιμύθιο","negative"
"ψοφο-","negative"
"ψοφολογώ","negative"
"ψυλλιάζομαι","negative"
"ψυχάκιας","negative"
"ψυχανεμίζομαι","negative"
"ψυχανώμαλος","negative"
"ψυχεδέλεια","positive"
"ψυχεδελικός ","positive"
"ψυχεδελική","positive"
"ψυχεδελικό","positive"
"ψυχή","positive"
"ψυχοπλάκωμα","negative"
"ψυχοπλακώνω","negative"
"ψυχοπονώ","negative"
"ψυχρός ","negative"
"ψυχρή","negative"
"ψυχρό","negative"
"ψυχρότητα","negative"
"ψωλαράς","negative"
"ψωλή","negative"
"ψωμόλυσσα","negative"
"ψωνάρα","negative"
"ψώνιο","negative"
"ψωνισμένος","negative"
"ψωριάρης","negative"
"ψωρίλας","negative"
"ψωρίλος","negative"
"ψωροκακόμοιρος ","negative"
"ψωροκακόμοιρη","negative"
"ψωροκακόμοιρο","negative"
"ψωροπερήφανος","negative"
"ψωροφιλότιμος","negative"
"ωμός","negative"
"ωμή","negative"
"ωμό","negative"
"ωραίος","positive"
"ωραία","positive"
"ωραίο","positive"
"ωρύομαι","negative"
"ωσάν","negative"
"ωτακουστής","negative"
"ωχριώ","negative"
